Student ID,Name,Age,Gender,Grade,Attendance (%),Exam Score,GPA,Teacher ID,Subject,Classrooms,Library Books,Digital Resources,Lab Facilities,Parent Education,Household Income,Internet Access,Transport,Sports Participation,Clubs Participation,Arts Participation,Semester,Parent Satisfaction,Math Marks,Science Marks,English Marks,History Marks,Computer Science Marks
S00994,Student_994,13,Male,10,79.26,74,3.7,T0416,English,81,6312,63,Available,Master,53510,Yes,Walk,No,Yes,No,Semester 1,1,88,60,66,84,65
S00995,Student_995,13,Female,7,78.77,77,3.85,T0030,English,88,3844,113,Not Available,Master,23160,No,Private,No,Yes,Yes,Semester 1,3,70,63,91,66,88
S00996,Student_996,14,Female,9,93.95,85,4.25,T0302,English,64,4956,161,Available,Master,57309,Yes,Bus,Yes,Yes,No,Semester 1,1,81,95,90,58,84
S00997,Student_997,10,Male,8,93.5,67,3.35,T0476,Geography,81,1708,419,Not Available,PhD,76718,Yes,Walk,No,No,Yes,Semester 2,1,83,87,53,92,90
S00998,Student_998,13,Female,7,80.57,55,2.75,T0361,Computer Science,20,2358,19,Available,High School,60449,No,Walk,Yes,Yes,No,Semester 2,4,83,50,68,95,94
S00999,Student_999,17,Female,5,78.97,51,2.55,T0436,Geography,38,3203,454,Available,PhD,82858,No,Private,Yes,No,No,Semester 2,4,57,66,80,91,83
S01000,Student_1000,12,Female,10,86.79,52,2.6,T0352,History,78,2471,49,Available,High School,43391,Yes,Bus,Yes,Yes,No,Semester 2,1,65,98,52,53,68
S01001,Student_1001,15,Male,6,70.25,95,4.75,T0473,Math,72,1613,53,Available,Bachelor,34295,Yes,Walk,Yes,Yes,Yes,Semester 2,2,84,66,99,65,92
S01002,Student_1002,16,Male,7,72.48,57,2.85,T0482,Math,56,1483,377,Not Available,Bachelor,76561,Yes,Bus,No,No,No,Semester 2,2,72,59,52,65,75
S01003,Student_1003,10,Male,7,73.79,80,4.0,T0317,Computer Science,16,2627,277,Available,Master,67036,Yes,Private,No,Yes,Yes,Semester 2,1,71,79,78,78,91
S01004,Student_1004,10,Female,5,75.56,97,4.85,T0225,Math,73,4139,287,Available,Master,60642,Yes,Bus,No,Yes,Yes,Semester 1,4,80,91,57,93,92
S01005,Student_1005,10,Male,9,85.36,68,3.4,T0397,English,91,7976,164,Not Available,Master,79672,Yes,Walk,No,No,Yes,Semester 2,4,78,95,54,81,66
S01006,Student_1006,14,Female,11,99.77,99,4.95,T0089,Computer Science,73,1060,460,Not Available,PhD,35597,Yes,Walk,No,Yes,No,Semester 2,3,87,82,80,81,98
S01007,Student_1007,13,Female,11,89.58,55,2.75,T0234,Math,21,7152,91,Not Available,Master,45180,Yes,Bus,Yes,Yes,No,Semester 1,4,68,51,76,87,84
S01008,Student_1008,14,Male,10,71.84,63,3.15,T0168,Geography,21,4887,206,Available,High School,83576,No,Private,No,Yes,No,Semester 1,5,94,99,82,88,61
S01009,Student_1009,13,Male,10,85.77,52,2.6,T0231,History,45,3432,407,Not Available,Bachelor,57473,No,Private,No,No,No,Semester 1,5,85,69,67,89,84
S01010,Student_1010,17,Female,6,84.9,97,4.85,T0126,Science,38,8982,418,Available,Bachelor,20141,No,Private,No,No,No,Semester 1,4,98,81,73,87,86
S01011,Student_1011,14,Female,7,74.33,50,2.5,T0061,History,20,2409,61,Available,Bachelor,24655,No,Private,Yes,Yes,No,Semester 1,1,58,52,75,88,55
S01012,Student_1012,14,Male,8,97.61,93,4.65,T0120,Math,62,7730,232,Available,High School,71250,Yes,Walk,Yes,No,No,Semester 1,5,84,85,80,90,59
S01013,Student_1013,15,Male,7,83.22,79,3.95,T0428,Computer Science,79,1928,478,Not Available,Master,82971,Yes,Bus,No,No,No,Semester 1,4,50,54,63,65,92
S01014,Student_1014,12,Male,11,99.84,95,4.75,T0497,Math,94,1447,377,Available,High School,58157,No,Walk,Yes,No,No,Semester 1,4,82,69,74,94,72
S01015,Student_1015,14,Female,6,82.6,68,3.4,T0190,Geography,83,1848,383,Available,High School,45785,Yes,Bus,Yes,Yes,No,Semester 1,5,66,52,81,64,68
S01016,Student_1016,15,Female,7,88.24,68,3.4,T0121,History,56,9072,68,Available,PhD,27388,Yes,Bus,Yes,No,Yes,Semester 1,4,75,52,88,67,92
S01017,Student_1017,11,Female,5,73.14,58,2.9,T0428,Geography,42,809,303,Not Available,PhD,72957,No,Private,Yes,Yes,No,Semester 2,1,62,85,90,53,57
S01018,Student_1018,12,Female,11,83.63,56,2.8,T0048,Geography,90,3914,285,Not Available,Bachelor,53741,No,Private,No,No,No,Semester 1,2,54,55,63,86,58
S01019,Student_1019,17,Female,7,77.16,95,4.75,T0202,Science,76,6289,343,Available,High School,20085,No,Bus,No,Yes,Yes,Semester 1,5,68,88,97,89,52
S01020,Student_1020,14,Male,7,95.07,86,4.3,T0059,Geography,52,7068,285,Available,Bachelor,62756,Yes,Bus,Yes,Yes,Yes,Semester 1,5,91,85,97,53,82
S01021,Student_1021,16,Male,11,93.52,99,4.95,T0185,Geography,27,9352,449,Available,High School,99975,Yes,Bus,Yes,No,No,Semester 2,4,58,73,76,66,51
S01022,Student_1022,10,Female,8,94.73,90,4.5,T0223,Science,83,3947,366,Available,Bachelor,50395,No,Walk,Yes,No,Yes,Semester 2,1,55,96,71,66,83
S01023,Student_1023,11,Female,11,91.71,56,2.8,T0492,English,62,2773,119,Not Available,Bachelor,70296,No,Bus,Yes,Yes,No,Semester 1,5,70,87,87,83,84
S01024,Student_1024,11,Male,5,94.98,58,2.9,T0011,English,48,2642,39,Available,Master,83927,No,Walk,Yes,Yes,Yes,Semester 2,4,98,86,56,97,67
S01025,Student_1025,17,Male,5,76.02,53,2.65,T0281,Computer Science,81,5239,116,Not Available,Bachelor,73816,No,Bus,Yes,No,Yes,Semester 1,4,71,57,82,68,76
S01026,Student_1026,15,Male,7,83.56,74,3.7,T0189,Science,43,958,306,Available,PhD,67972,Yes,Private,No,No,No,Semester 1,4,88,87,92,71,98
S01027,Student_1027,11,Male,10,90.76,98,4.9,T0302,Computer Science,46,8080,349,Available,High School,73797,No,Bus,Yes,Yes,Yes,Semester 1,3,97,98,90,88,93
S01028,Student_1028,12,Female,8,89.12,61,3.05,T0310,Computer Science,50,837,336,Not Available,Bachelor,83716,Yes,Bus,No,No,No,Semester 1,3,54,65,82,92,76
S01029,Student_1029,14,Male,7,91.49,55,2.75,T0500,Geography,58,5950,328,Available,High School,98978,No,Walk,No,No,No,Semester 2,1,71,92,73,50,87
S01030,Student_1030,14,Female,11,76.73,67,3.35,T0237,Computer Science,19,7880,462,Available,Bachelor,57034,Yes,Bus,No,No,Yes,Semester 1,2,99,50,75,67,88
S01031,Student_1031,16,Male,7,72.95,89,4.45,T0034,Math,49,4520,104,Not Available,PhD,62313,Yes,Walk,Yes,Yes,No,Semester 1,3,56,63,99,88,66
S01032,Student_1032,17,Male,6,97.5,70,3.5,T0340,History,27,9036,294,Available,Master,73282,No,Walk,Yes,Yes,Yes,Semester 1,1,75,94,91,77,58
S01033,Student_1033,10,Male,6,86.81,64,3.2,T0135,Math,34,6143,216,Not Available,Master,78568,Yes,Private,No,Yes,No,Semester 1,4,74,59,80,62,81
S01034,Student_1034,15,Female,10,74.61,52,2.6,T0481,Math,50,1442,482,Not Available,High School,69135,No,Private,No,Yes,No,Semester 2,4,54,59,76,84,72
S01035,Student_1035,10,Female,8,93.8,51,2.55,T0062,Geography,45,845,342,Available,Bachelor,46108,No,Private,Yes,No,Yes,Semester 2,2,81,71,62,58,93
S01036,Student_1036,11,Male,9,97.45,90,4.5,T0313,History,11,4394,181,Not Available,PhD,35870,No,Private,Yes,No,No,Semester 1,5,57,89,80,66,63
S01037,Student_1037,17,Female,6,75.09,89,4.45,T0227,Computer Science,92,9016,481,Not Available,High School,80661,Yes,Walk,Yes,Yes,Yes,Semester 2,3,58,90,81,83,60
S01038,Student_1038,16,Female,9,94.52,53,2.65,T0093,History,83,7110,88,Available,Master,94975,No,Bus,Yes,Yes,Yes,Semester 1,3,77,80,72,64,53
S01039,Student_1039,10,Male,5,98.0,81,4.05,T0116,Computer Science,58,2638,481,Available,High School,83828,Yes,Walk,Yes,Yes,No,Semester 2,4,69,53,86,58,87
S01040,Student_1040,12,Male,6,98.15,51,2.55,T0332,English,76,4889,259,Available,High School,25921,No,Private,No,No,Yes,Semester 2,1,53,92,89,88,97
S01041,Student_1041,14,Female,6,97.42,95,4.75,T0133,Science,62,9215,227,Not Available,Bachelor,39895,Yes,Bus,Yes,Yes,No,Semester 1,2,52,72,94,68,65
S01042,Student_1042,11,Female,8,86.39,78,3.9,T0332,Geography,28,8326,348,Available,PhD,49215,No,Walk,No,No,No,Semester 2,2,93,90,65,60,85
S01043,Student_1043,16,Female,10,80.69,51,2.55,T0477,Computer Science,35,8316,66,Not Available,Master,52356,No,Bus,No,Yes,Yes,Semester 2,5,90,61,88,73,74
S01044,Student_1044,10,Male,9,70.22,83,4.15,T0419,Computer Science,63,758,417,Available,Master,33461,Yes,Walk,No,No,Yes,Semester 2,5,91,94,57,70,54
S01045,Student_1045,15,Male,11,71.83,76,3.8,T0468,History,60,1610,156,Available,PhD,44256,Yes,Bus,No,No,No,Semester 1,1,60,57,67,67,59
S01046,Student_1046,12,Female,6,82.87,88,4.4,T0293,Geography,34,7825,243,Available,Bachelor,42883,Yes,Bus,Yes,No,No,Semester 1,1,97,94,76,75,54
S01047,Student_1047,12,Male,6,81.98,93,4.65,T0444,Computer Science,26,6987,26,Not Available,PhD,68916,No,Private,No,Yes,No,Semester 2,2,78,73,58,98,90
S01048,Student_1048,10,Male,8,75.54,87,4.35,T0193,English,83,1320,377,Not Available,PhD,50671,Yes,Private,No,Yes,No,Semester 1,4,92,50,77,53,67
S01049,Student_1049,14,Female,8,81.86,67,3.35,T0400,Math,70,6488,206,Not Available,Bachelor,60927,Yes,Bus,Yes,Yes,Yes,Semester 2,1,71,75,71,51,72
S01050,Student_1050,10,Female,10,75.24,85,4.25,T0030,Computer Science,55,6135,198,Available,Bachelor,59284,Yes,Bus,Yes,Yes,Yes,Semester 1,1,57,71,60,66,87
S01051,Student_1051,11,Male,9,95.46,68,3.4,T0457,History,64,5164,141,Available,Master,89019,Yes,Private,No,Yes,No,Semester 1,5,95,92,71,50,63
S01052,Student_1052,10,Male,5,78.95,76,3.8,T0298,English,59,7593,257,Available,Master,30130,No,Walk,Yes,No,Yes,Semester 1,5,83,74,98,62,72
S01053,Student_1053,12,Female,11,87.96,94,4.7,T0061,Geography,84,5104,159,Available,Bachelor,91693,Yes,Bus,Yes,No,Yes,Semester 2,5,80,80,63,59,97
S01054,Student_1054,16,Male,10,85.09,69,3.45,T0458,Computer Science,20,2063,211,Available,High School,59126,Yes,Walk,Yes,Yes,No,Semester 1,4,53,83,72,66,84
S01055,Student_1055,10,Male,5,71.56,70,3.5,T0461,English,21,6843,222,Available,Master,90675,No,Private,Yes,Yes,Yes,Semester 1,2,64,86,51,70,82
S01056,Student_1056,14,Female,7,98.27,72,3.6,T0304,English,49,9899,226,Available,Bachelor,37311,No,Bus,Yes,No,No,Semester 1,4,67,60,64,98,87
S01057,Student_1057,17,Female,6,85.82,79,3.95,T0446,English,57,9000,15,Not Available,Bachelor,70889,No,Walk,No,No,Yes,Semester 1,5,60,53,99,92,50
S01058,Student_1058,16,Male,9,79.75,74,3.7,T0340,English,65,2339,167,Available,High School,33632,Yes,Private,Yes,Yes,No,Semester 1,3,76,57,54,58,55
S01059,Student_1059,15,Male,10,74.74,80,4.0,T0349,English,17,8175,358,Available,PhD,23038,Yes,Bus,Yes,Yes,Yes,Semester 1,3,68,93,78,80,70
S01060,Student_1060,13,Male,6,80.16,76,3.8,T0448,English,97,8501,84,Not Available,Bachelor,27219,Yes,Walk,Yes,Yes,No,Semester 1,2,99,84,82,84,76
S01061,Student_1061,10,Female,9,70.62,83,4.15,T0441,Science,23,2806,404,Available,High School,92036,Yes,Bus,Yes,Yes,No,Semester 2,5,58,74,97,59,54
S01062,Student_1062,14,Male,9,80.91,57,2.85,T0324,Geography,96,9872,260,Available,High School,38105,Yes,Walk,No,No,No,Semester 2,5,74,80,93,98,76
S01063,Student_1063,16,Male,9,85.94,68,3.4,T0302,Math,65,5640,313,Not Available,Master,49278,No,Walk,Yes,Yes,No,Semester 1,4,71,98,79,97,93
S01064,Student_1064,14,Female,6,96.16,90,4.5,T0369,Geography,63,3186,55,Available,Bachelor,47995,Yes,Bus,No,No,No,Semester 1,2,72,72,95,97,55
S01065,Student_1065,15,Female,10,90.62,75,3.75,T0028,History,26,1460,420,Not Available,Master,22825,Yes,Private,Yes,Yes,Yes,Semester 1,4,86,89,66,64,89
S01066,Student_1066,12,Male,11,73.35,77,3.85,T0485,History,54,9129,412,Available,PhD,43054,Yes,Bus,No,No,Yes,Semester 1,5,59,87,50,94,74
S01067,Student_1067,14,Female,8,74.43,53,2.65,T0077,Geography,14,955,351,Not Available,PhD,63694,Yes,Private,Yes,Yes,Yes,Semester 2,1,66,53,63,51,54
S01068,Student_1068,16,Female,6,82.84,80,4.0,T0121,English,12,7267,357,Available,Master,61178,Yes,Walk,Yes,Yes,Yes,Semester 1,3,62,85,96,87,64
S01069,Student_1069,14,Male,9,75.87,65,3.25,T0003,Science,18,4317,324,Not Available,Master,36788,Yes,Walk,No,No,No,Semester 1,5,53,56,93,52,95
S01070,Student_1070,14,Female,10,70.84,59,2.95,T0037,Math,93,9795,389,Available,Bachelor,33077,No,Walk,Yes,No,No,Semester 1,1,81,59,66,75,97
S01071,Student_1071,14,Female,11,94.15,87,4.35,T0432,Computer Science,29,2012,461,Not Available,Bachelor,79198,No,Private,No,No,Yes,Semester 1,3,77,55,58,82,87
S01072,Student_1072,11,Male,7,70.59,97,4.85,T0147,Computer Science,92,5238,238,Available,Bachelor,51013,No,Walk,Yes,No,No,Semester 2,1,79,80,84,98,66
S01073,Student_1073,11,Female,5,94.92,59,2.95,T0092,English,30,891,191,Available,PhD,91694,No,Bus,No,Yes,Yes,Semester 2,2,95,53,80,73,66
S01074,Student_1074,12,Male,9,74.32,94,4.7,T0339,Geography,89,3121,92,Available,Master,72849,No,Walk,No,No,Yes,Semester 2,1,89,70,61,82,97
S01075,Student_1075,10,Male,7,99.24,58,2.9,T0273,Computer Science,42,6676,154,Not Available,High School,57834,No,Private,Yes,Yes,No,Semester 1,1,70,91,94,79,82
S01076,Student_1076,14,Female,8,88.12,88,4.4,T0466,Geography,14,9612,59,Not Available,Master,95563,Yes,Private,No,Yes,Yes,Semester 1,2,64,69,51,92,67
S01077,Student_1077,15,Female,11,92.05,85,4.25,T0466,Science,33,6219,433,Available,High School,52925,Yes,Bus,Yes,Yes,Yes,Semester 1,1,52,66,64,53,85
S01078,Student_1078,10,Female,11,73.31,85,4.25,T0377,Science,72,6541,109,Available,Bachelor,42295,No,Bus,No,Yes,Yes,Semester 1,3,66,55,83,92,52
S01079,Student_1079,15,Male,9,95.86,68,3.4,T0087,Geography,88,4100,352,Not Available,Bachelor,48253,No,Private,Yes,Yes,No,Semester 1,1,64,60,86,94,74
S01080,Student_1080,10,Female,11,95.18,68,3.4,T0040,English,35,5710,379,Not Available,Master,93457,Yes,Private,No,Yes,Yes,Semester 1,1,82,67,90,71,84
S01081,Student_1081,12,Male,7,89.59,61,3.05,T0178,English,98,5008,229,Not Available,High School,66853,Yes,Bus,No,No,Yes,Semester 1,2,54,58,79,98,94
S01082,Student_1082,14,Female,9,85.07,62,3.1,T0329,English,42,6942,148,Not Available,PhD,37189,No,Bus,Yes,Yes,No,Semester 2,3,57,61,63,69,69
S01083,Student_1083,14,Female,6,91.64,74,3.7,T0285,Computer Science,27,8154,387,Not Available,Bachelor,63154,No,Bus,No,Yes,No,Semester 1,2,58,80,94,78,85
S01084,Student_1084,13,Female,10,70.18,85,4.25,T0435,Math,27,6716,23,Not Available,Bachelor,25183,No,Bus,Yes,No,No,Semester 1,1,75,80,53,70,92
S01085,Student_1085,15,Male,7,87.77,74,3.7,T0042,Math,47,8385,22,Available,Master,39023,Yes,Private,Yes,Yes,No,Semester 2,2,51,92,57,94,80
S01086,Student_1086,10,Female,10,95.42,77,3.85,T0285,English,42,760,353,Available,Master,28957,No,Walk,Yes,No,No,Semester 2,2,86,99,72,66,70
S01087,Student_1087,10,Female,6,80.71,91,4.55,T0066,Geography,36,7333,259,Available,PhD,36620,No,Private,Yes,Yes,No,Semester 2,1,85,83,56,51,86
S01088,Student_1088,17,Male,6,73.25,88,4.4,T0124,Science,58,6444,345,Not Available,Master,24491,No,Bus,Yes,Yes,No,Semester 2,1,61,65,66,83,83
S01089,Student_1089,17,Male,10,82.63,79,3.95,T0145,History,59,6634,421,Not Available,PhD,58728,No,Private,Yes,No,Yes,Semester 2,5,68,90,71,71,87
S01090,Student_1090,11,Female,7,91.81,54,2.7,T0120,Science,24,7375,487,Available,High School,84650,Yes,Bus,Yes,No,No,Semester 2,1,76,97,87,99,86
S01091,Student_1091,13,Female,10,73.22,66,3.3,T0109,Science,86,7328,181,Available,PhD,54567,No,Private,Yes,Yes,Yes,Semester 2,1,73,61,75,55,50
S01092,Student_1092,16,Female,10,76.18,67,3.35,T0415,History,61,834,498,Not Available,High School,23387,Yes,Bus,Yes,No,Yes,Semester 1,5,51,98,57,74,80
S01093,Student_1093,17,Male,5,74.43,92,4.6,T0092,English,77,8169,328,Available,Bachelor,36025,Yes,Bus,Yes,Yes,No,Semester 2,3,65,62,71,51,72
S01094,Student_1094,16,Male,7,93.91,96,4.8,T0491,Science,28,3279,368,Available,Master,21446,No,Private,Yes,No,Yes,Semester 1,5,51,85,89,92,92
S01095,Student_1095,11,Male,5,71.89,70,3.5,T0368,History,34,9495,115,Not Available,Bachelor,46610,No,Bus,No,No,Yes,Semester 2,2,70,62,94,66,87
S01096,Student_1096,11,Male,9,90.6,71,3.55,T0308,Computer Science,85,7828,198,Available,PhD,56981,Yes,Walk,Yes,Yes,No,Semester 1,5,59,93,71,58,98
S01097,Student_1097,11,Female,11,80.99,88,4.4,T0423,Geography,85,2937,484,Available,PhD,49309,Yes,Bus,Yes,No,Yes,Semester 2,5,91,51,89,69,60
S01098,Student_1098,15,Male,10,92.67,99,4.95,T0060,Geography,34,3307,26,Not Available,PhD,79388,Yes,Bus,Yes,Yes,Yes,Semester 2,3,66,98,54,86,88
S01099,Student_1099,15,Male,9,98.93,55,2.75,T0350,Geography,42,5690,59,Not Available,High School,50434,Yes,Bus,No,Yes,Yes,Semester 1,4,61,64,58,64,97
S01100,Student_1100,12,Male,7,73.44,99,4.95,T0227,English,69,9632,258,Not Available,Bachelor,54226,Yes,Walk,Yes,No,No,Semester 1,3,56,62,69,75,69
S01101,Student_1101,12,Female,10,79.43,65,3.25,T0240,Science,46,3663,419,Not Available,Bachelor,90834,No,Private,Yes,No,No,Semester 1,5,58,83,71,74,86
S01102,Student_1102,11,Female,11,94.3,51,2.55,T0435,Science,52,9594,400,Available,PhD,38406,No,Walk,Yes,Yes,No,Semester 2,2,95,75,83,80,56
S01103,Student_1103,13,Male,9,77.98,50,2.5,T0212,Math,18,7988,388,Available,Master,54716,No,Walk,No,No,Yes,Semester 2,2,99,55,84,79,84
S01104,Student_1104,10,Male,8,76.45,79,3.95,T0400,Geography,23,9960,236,Not Available,Bachelor,42989,Yes,Walk,Yes,Yes,Yes,Semester 2,4,59,70,85,98,51
S01105,Student_1105,15,Female,6,94.76,92,4.6,T0098,English,12,523,88,Not Available,Master,62580,Yes,Private,No,No,No,Semester 2,1,65,93,68,59,82
S01106,Student_1106,13,Female,10,99.61,86,4.3,T0014,History,78,5152,281,Not Available,Bachelor,65731,Yes,Bus,Yes,No,No,Semester 2,5,50,82,77,87,89
S01107,Student_1107,14,Female,11,86.71,97,4.85,T0218,English,65,3248,222,Available,PhD,97541,Yes,Walk,Yes,No,Yes,Semester 1,1,58,64,56,94,73
S01108,Student_1108,15,Female,6,78.34,72,3.6,T0468,Science,35,2950,26,Available,PhD,26861,No,Bus,No,No,Yes,Semester 1,2,62,84,90,70,88
S01109,Student_1109,15,Female,5,81.96,50,2.5,T0170,Geography,62,8595,355,Available,Bachelor,60039,No,Walk,No,No,Yes,Semester 2,1,97,77,87,97,59
S01110,Student_1110,12,Female,9,75.1,68,3.4,T0307,Math,50,3857,428,Not Available,High School,30353,Yes,Walk,No,Yes,Yes,Semester 2,3,65,91,52,73,95
S01111,Student_1111,10,Female,5,92.86,95,4.75,T0280,Computer Science,91,8595,260,Not Available,High School,35630,Yes,Walk,Yes,Yes,Yes,Semester 2,3,83,55,81,83,58
S01112,Student_1112,10,Female,11,93.2,52,2.6,T0363,English,30,8583,349,Available,Bachelor,84050,No,Walk,No,No,No,Semester 1,4,90,86,95,77,92
S01113,Student_1113,17,Male,10,96.25,51,2.55,T0210,Math,48,6472,93,Available,PhD,79101,No,Walk,No,Yes,No,Semester 1,1,79,89,94,86,82
S01114,Student_1114,16,Male,6,70.8,86,4.3,T0256,Science,89,8655,416,Not Available,Bachelor,90254,No,Walk,Yes,Yes,Yes,Semester 1,4,62,55,80,73,70
S01115,Student_1115,16,Male,6,86.86,66,3.3,T0171,History,32,7569,206,Not Available,Master,36907,Yes,Private,Yes,Yes,Yes,Semester 1,3,57,60,94,78,63
S01116,Student_1116,16,Male,9,76.43,77,3.85,T0073,English,83,5838,274,Not Available,PhD,24484,No,Bus,Yes,Yes,Yes,Semester 1,3,60,63,74,66,99
S01117,Student_1117,16,Male,10,80.23,67,3.35,T0147,Computer Science,67,3032,480,Not Available,High School,43194,Yes,Bus,No,Yes,No,Semester 1,4,98,70,82,88,72
S01118,Student_1118,14,Male,8,93.55,82,4.1,T0340,Science,78,5837,27,Not Available,High School,43886,No,Private,Yes,No,No,Semester 2,3,80,69,96,73,61
S01119,Student_1119,14,Female,8,75.76,64,3.2,T0317,Geography,84,4273,230,Not Available,Bachelor,28537,No,Walk,Yes,No,Yes,Semester 1,1,92,54,54,66,71
S01120,Student_1120,15,Female,9,89.15,71,3.55,T0106,English,38,6965,340,Not Available,Master,43399,No,Private,No,No,Yes,Semester 1,5,60,94,78,86,77
S01121,Student_1121,11,Male,10,89.64,90,4.5,T0094,Math,71,5161,244,Not Available,PhD,26892,Yes,Private,Yes,Yes,Yes,Semester 2,5,97,58,80,55,76
S01122,Student_1122,12,Male,9,98.62,76,3.8,T0063,English,62,2557,185,Available,High School,60544,Yes,Private,Yes,Yes,No,Semester 2,3,56,79,75,91,59
S01123,Student_1123,12,Female,10,93.25,86,4.3,T0154,Science,54,1177,81,Available,Bachelor,39267,No,Bus,No,No,No,Semester 1,5,50,91,70,86,67
S01124,Student_1124,16,Female,11,94.11,81,4.05,T0255,Science,36,3474,100,Available,Bachelor,60396,Yes,Private,No,No,No,Semester 2,5,72,92,83,95,73
S01125,Student_1125,15,Female,11,85.95,94,4.7,T0351,Math,43,8976,331,Not Available,PhD,51340,No,Walk,No,Yes,Yes,Semester 1,5,81,87,86,80,52
S01126,Student_1126,17,Male,5,75.6,68,3.4,T0035,Computer Science,23,6148,32,Available,Bachelor,63404,Yes,Private,No,Yes,Yes,Semester 2,3,64,76,98,69,53
S01127,Student_1127,13,Female,9,82.77,77,3.85,T0323,Science,50,6944,222,Available,Bachelor,56228,No,Bus,No,Yes,No,Semester 1,5,67,54,50,95,79
S01128,Student_1128,11,Male,10,86.48,77,3.85,T0312,English,83,2340,403,Available,Bachelor,71736,Yes,Bus,Yes,Yes,No,Semester 2,4,77,54,53,51,70
S01129,Student_1129,15,Male,8,90.35,59,2.95,T0296,Computer Science,69,2378,303,Not Available,High School,94884,Yes,Walk,No,Yes,No,Semester 2,4,63,97,96,90,71
S01130,Student_1130,11,Female,10,88.23,69,3.45,T0253,Math,51,6789,137,Not Available,High School,35637,No,Private,No,Yes,No,Semester 2,5,62,89,96,67,77
S01131,Student_1131,11,Female,11,81.82,74,3.7,T0157,Science,60,7719,68,Not Available,Master,96760,No,Walk,Yes,No,Yes,Semester 1,2,83,64,71,99,58
S01132,Student_1132,11,Male,10,77.96,70,3.5,T0134,Science,84,3814,333,Available,PhD,66180,Yes,Private,No,No,Yes,Semester 1,2,69,96,65,71,93
S01133,Student_1133,15,Female,9,75.05,63,3.15,T0436,English,20,1878,94,Available,PhD,75699,No,Walk,No,No,Yes,Semester 1,4,73,58,94,90,90
S01134,Student_1134,16,Female,5,90.82,71,3.55,T0129,Science,44,5840,238,Not Available,PhD,86843,No,Walk,Yes,No,Yes,Semester 2,4,77,96,95,86,90
S01135,Student_1135,12,Male,5,89.36,75,3.75,T0436,English,28,952,384,Available,PhD,97962,No,Walk,Yes,Yes,No,Semester 1,5,60,74,81,75,65
S01136,Student_1136,12,Female,5,90.62,93,4.65,T0280,Geography,97,9033,436,Available,Bachelor,35580,No,Bus,Yes,Yes,Yes,Semester 2,3,77,57,83,99,86
S01137,Student_1137,16,Male,5,81.18,60,3.0,T0358,Computer Science,74,892,277,Not Available,PhD,88388,Yes,Bus,Yes,No,No,Semester 2,4,71,63,70,61,54
S01138,Student_1138,11,Male,11,77.87,56,2.8,T0418,English,85,5971,121,Not Available,Master,71376,No,Private,Yes,Yes,No,Semester 2,5,79,88,76,55,63
S01139,Student_1139,13,Female,7,92.79,66,3.3,T0371,History,70,1769,125,Not Available,PhD,56212,Yes,Bus,Yes,No,Yes,Semester 1,4,87,81,91,66,63
S01140,Student_1140,10,Male,9,93.21,67,3.35,T0252,Science,56,8637,446,Not Available,PhD,85220,Yes,Walk,No,No,No,Semester 1,4,66,80,86,63,96
S01141,Student_1141,15,Male,6,83.67,56,2.8,T0135,Geography,23,3550,247,Not Available,Bachelor,67404,Yes,Bus,Yes,No,No,Semester 1,5,71,72,52,59,65
S01142,Student_1142,10,Female,9,88.36,69,3.45,T0331,Computer Science,76,7780,407,Not Available,Bachelor,70403,Yes,Bus,Yes,No,Yes,Semester 1,5,50,93,92,75,88
S01143,Student_1143,17,Female,7,81.21,87,4.35,T0011,Math,61,9662,61,Not Available,Bachelor,46247,No,Private,Yes,No,Yes,Semester 1,1,69,50,94,52,92
S01144,Student_1144,16,Female,5,91.06,60,3.0,T0292,History,41,5294,93,Not Available,Master,90277,Yes,Walk,Yes,Yes,Yes,Semester 2,3,54,96,83,91,53
S01145,Student_1145,13,Male,7,95.07,93,4.65,T0148,Math,89,7910,120,Not Available,Bachelor,67502,No,Bus,No,Yes,Yes,Semester 2,1,82,80,56,95,86
S01146,Student_1146,15,Male,8,90.65,65,3.25,T0319,History,19,665,209,Not Available,PhD,46607,No,Bus,Yes,No,No,Semester 1,1,94,56,78,64,63
S01147,Student_1147,16,Female,8,85.38,76,3.8,T0080,Geography,26,8946,228,Not Available,Master,83543,Yes,Private,No,No,Yes,Semester 1,1,50,64,52,65,90
S01148,Student_1148,11,Male,11,83.76,60,3.0,T0191,Computer Science,49,8993,238,Not Available,High School,67001,No,Private,No,Yes,Yes,Semester 2,1,93,91,94,87,72
S01149,Student_1149,12,Female,9,89.27,65,3.25,T0453,Geography,77,6863,326,Available,Bachelor,98294,Yes,Walk,Yes,No,Yes,Semester 1,1,58,55,87,63,58
S01150,Student_1150,10,Female,9,90.39,72,3.6,T0344,Geography,72,8579,434,Not Available,Master,62191,No,Private,No,Yes,No,Semester 1,4,81,65,90,85,73
S01151,Student_1151,14,Male,6,86.76,61,3.05,T0030,History,24,5530,30,Available,High School,76957,No,Walk,Yes,Yes,Yes,Semester 1,1,75,63,51,62,60
S01152,Student_1152,14,Female,11,88.75,89,4.45,T0414,English,48,2005,185,Available,Bachelor,52802,No,Walk,No,No,No,Semester 2,5,94,93,61,76,77
S01153,Student_1153,13,Male,6,72.9,52,2.6,T0359,Computer Science,66,9948,65,Available,High School,66031,Yes,Bus,No,Yes,No,Semester 1,3,91,66,64,57,68
